       243.83300,       1198.5070
       912.54500,       1199.3870
       968.52600,       1199.1070
       1022.6080,       1199.2980
       1215.5190,       1197.3530
       1504.9190,       1199.3760
       1534.1310,       1195.3830
       448.45700,       1196.0410
       1075.9520,       1194.3780
       1270.7060,       1193.7950
       190.79000,       1194.0260
       658.19200,       1193.7850
       600.09900,       1191.8700
       718.15200,       1190.2410
       1131.1190,       1189.2820
       1326.5330,       1189.8090
       1475.1470,       1190.0080
       281.59000,       1189.9730
       540.43100,       1187.8390
       775.42000,       1187.5960
       1390.9920,       1187.0980
       831.34300,       1186.4330
       886.73300,       1185.3960
       144.31400,       1185.4250
       386.53200,       1184.1350
       941.84700,       1184.8220
       998.07500,       1183.7400
       318.40600,       1183.5450
       1185.9800,       1182.8120
       1243.4620,       1181.2940
       482.01400,       1181.9270
       1049.7760,       1180.0940
       1421.3270,       1176.4950
       1562.4560,       1179.0060
       631.05000,       1177.9400
       690.77100,       1175.9730
       1104.0760,       1176.2360
       1299.1850,       1175.8420
       1450.4530,       1173.9550
       1359.0990,       1173.9110
       422.09700,       1173.2410
       573.04200,       1173.9610
       749.09900,       1173.3140
       1161.5080,       1172.2010
       355.42000,       1171.6300
       805.03100,       1171.1770
       860.90400,       1170.6350
       914.82300,       1169.9480
       217.80700,       1168.4320
       969.96100,       1168.6170
       514.37800,       1167.3570
       1214.8720,       1167.0030
       103.04100,       1166.8960
       1022.7490,       1166.1760
       1501.2220,       1164.4720
       1078.8260,       1163.8410
       1271.0970,       1162.2230
       456.24900,       1162.1710
       662.91000,       1162.2540
       1533.7380,       1161.2300
       1588.5510,       1160.6980
       39.592000,       1160.4510
       604.80600,       1159.9820
       721.31400,       1159.2910
       1130.4330,       1159.1930
       1329.0450,       1158.2970
       257.96400,       1158.3930
       778.59100,       1156.2560
       1384.0550,       1156.1200
       546.67000,       1155.1740
       833.75300,       1154.8200
       1161.2290,       1155.8430
       1185.3250,       1153.6450
       888.55400,       1153.0300
       941.99200,       1153.5470
       995.67800,       1151.8240
       293.24100,       1151.4000
       394.77200,       1151.4050
       1241.6740,       1150.5750
       1472.5070,       1150.8060
       184.00200,       1150.6380
       1050.9730,       1149.5220
       331.63400,       1148.3130
       488.61100,       1148.3230
       636.19100,       1146.0220
       1105.0790,       1145.8080
       694.63200,       1145.1580
       1299.3620,       1144.7390
       1440.1590,       1144.1160
       1560.6020,       1143.1850
       751.80100,       1142.4680
       1160.9830,       1141.3220
       1355.0850,       1142.0500
       578.04000,       1141.4270
       429.15800,       1140.2370
       1409.8840,       1140.7360
       145.87000,       1139.5380
       806.99900,       1140.0430
       861.92400,       1139.2640
       916.92600,       1138.5540
       969.34700,       1137.4980
       1213.5280,       1136.0510
       519.99200,       1135.8880
       1023.9690,       1135.7770
       225.47100,       1134.8850
       365.24400,       1134.9000
       1268.1230,       1133.1720
       1077.9820,       1132.4260
       667.36400,       1130.6710
       1527.1370,       1131.1210
       1325.7300,       1128.1100
       462.29400,       1128.4300
       610.32300,       1127.7150
       724.82800,       1128.3880
       1498.1220,       1128.0860
       1130.5650,       1127.3060
       780.28900,       1125.4070
       1380.4780,       1125.2100
       1184.6780,       1123.9200
       1590.9930,       1123.7590
       836.66300,       1123.7860
       551.79200,       1122.9100
       944.39600,       1122.2170
